id,url,nickname,dob,nationality,address,association,class,height,weight,name
10126,/fighter/Kendall-Grove-10126,Da Spyder,1982-11-12,United States,"Maui, Hawaii",Straight Rootless Fight Team,Middleweight,198.12,83.91,Kendall Grove
6561,/fighter/Ed-Herman-6561,Short Fuse,1980-10-02,United States,"Portland, Oregon",Trials MMA and Fitness,Light Heavyweight,187.96,92.99,Ed Herman
3070,/fighter/Wilson-Gouveia-3070,,1978-10-03,United States,"Coral Pass, Florida",American Top Team,Heavyweight,187.96,99.34,Wilson Gouveia
3525,/fighter/Rory-Singer-3525,Outburst,1976-05-28,United States,"Athens, Georgia",Hardcore Gym,Middleweight,187.96,83.91,Rory Singer
6541,/fighter/Ross-Pointon-6541,The Gladiator,1978-02-18,England,"Stoke-on-Trent, Staffordshire",,Welterweight,172.72,77.11,Ross Pointon
8095,/fighter/Kalib-Starnes-8095,,1975-01-06,Canada,"Surrey, British Columbia",Aegis Athletics,Light Heavyweight,190.5,92.99,Kalib Starnes
16696,/fighter/Danny-Abbadi-16696,,1983-07-03,United States,"Orlando, Florida",,Middleweight,180.34,83.91,Danny Abbadi
5342,/fighter/Solomon-Hutcherson-5342,King,1972-08-13,United States,"Racine, Wisconsin",,Middleweight,180.34,83.91,Solomon Hutcherson
16695,/fighter/Matt-Hamill-16695,The Hammer,1976-10-05,United States,"Loveland, Ohio",Independent,Light Heavyweight,187.96,92.99,Matt Hamill
13453,/fighter/Jesse-Forbes-13453,Kid Hercules,1984-10-24,United States,"Tempe, Arizona",Power MMA Team,Middleweight,187.96,83.46,Jesse Forbes
11278,/fighter/Mike-Nickels-11278,Big,1971-12-13,United States,"Denver, Colorado",Colorado Brazilian Jiu-Jitsu,Light Heavyweight,193.04,92.53,Mike Nickels
4371,/fighter/Wes-Combs-4371,Soldier,1973-06-18,United States,"Rancho Cucamonga, California",Millennia MMA,Heavyweight,187.96,104.33,Wes Combs
1356,/fighter/Anderson-Silva-1356,The Spider,1975-04-14,Brazil,"Curitiba, Parana",Team NogueiraX-GymKiller Bees,Middleweight,187.96,83.91,Anderson Silva
4025,/fighter/Jorge-Gurgel-4025,J.G.,1977-01-25,United States,"Cincinnati, Ohio",Team Jorge Gurgel,Lightweight,175.26,69.85,Jorge Gurgel
949,/fighter/Kris-Rotharmel-949,,1972-01-31,United States,"Metairie, Louisiana",,Light Heavyweight,182.88,92.99,Kris Rotharmel
5735,/fighter/Jorge-Santiago-5735,The Sandman,1980-10-09,Brazil,Rio de Janeiro,BlackziliansJaco Hybrid Training Center,Welterweight,185.42,77.11,Jorge Santiago
4582,/fighter/Joe-Jordan-4582,Porkchop,1978-07-28,United States,"Pikeville, Kentucky",Miletich Fighting Systems,Welterweight,167.64,77.11,Joe Jordan
9491,/fighter/Anthony-Perosh-9491,The Hippo,1972-05-10,Australia,"Sydney, New South Wales",SinosicPerosh Martial Arts,Light Heavyweight,190.5,92.99,Anthony Perosh
2193,/fighter/Cheick-Kongo-2193,,1975-05-17,France,Paris,Kongo Smashin' Club,Heavyweight,193.04,106.14,Cheick Kongo
4153,/fighter/Kurt-Pellegrino-4153,Batman,1979-05-07,United States,"Point Pleasant, New Jersey",Pellegrino MMA,Lightweight,172.72,70.31,Kurt Pellegrino
1255,/fighter/Yuki-Sasaki-1255,,1976-09-12,Japan,Tokyo,Grabaka,Middleweight,182.88,81.65,Yuki Sasaki
5344,/fighter/Martin-Kampmann-5344,Hitman,1982-04-17,Denmark,Aarhus,Xtreme Couture,Welterweight,182.88,77.11,Martin Kampmann
8269,/fighter/Crafton-Wallace-8269,,1972-04-15,United States,"Naples, Florida",Inferno MMA,Middleweight,182.88,83.46,Crafton Wallace
14892,/fighter/Jake-OBrien-14892,,1984-09-25,United States,"Indianapolis, Indiana",Integrated Fighting Academy,Light Heavyweight,190.5,92.99,Jake O'Brien
3363,/fighter/Kristof-Midoux-3363,The French Hurricane,N/A,France,Nice,Boxing Squad,Heavyweight,185.42,99.79,Kristof Midoux
4411,/fighter/Forrest-Petz-4411,The Meat Cleaver,1975-09-22,United States,"Cleveland, Ohio",Strong Style Fight Team,Middleweight,175.26,83.91,Forrest Petz
1884,/fighter/Anthony-Torres-1884,The Crush,1978-07-31,United States,"Kailua, Hawaii",MMA Development,Welterweight,177.8,77.11,Anthony Torres
6246,/fighter/Pat-Healy-6246,Bam Bam,1983-07-20,United States,"St. Louis, Missouri",Sports Lab,Lightweight,175.26,70.31,Pat Healy
3328,/fighter/Christian-Wellisch-3328,,N/A,United States,"Los Angeles, California",American Kickboxing Academy,Heavyweight,187.96,106.14,Christian Wellisch
7168,/fighter/Jamie-Varner-7168,C-4,1984-12-10,United States,"Phoenix, Arizona",Arizona Combat SportsMMA Lab,Lightweight,172.72,70.31,Jamie Varner
13275,/fighter/Eric-Schafer-13275,Red,1977-09-20,United States,"Milwaukee, Wisconsin",Red Schafer MMA,Middleweight,190.5,83.91,Eric Schafer
11483,/fighter/David-Heath-11483,The Headhunter,1976-10-02,United States,"Tulsa, Oklahoma",Absolute Combat Alliance,Light Heavyweight,180.34,92.08,David Heath
5170,/fighter/Cory-Walmsley-5170,,N/A,United States,"St. Paul, Minnesota",Team Bison,Light Heavyweight,182.88,92.99,Cory Walmsley
5569,/fighter/Yushin-Okami-5569,Thunder,1981-07-21,Japan,"Kawasaki, Kanagawa",Wajutsu Keishukai Tokyo,Middleweight,187.96,83.91,Yushin Okami
10967,/fighter/Alan-Belcher-10967,The Talent,1984-04-24,United States,"Biloxi, Mississippi",RoufusportRemix MMA,Middleweight,187.96,83.91,Alan Belcher
5542,/fighter/Gabe-Ruediger-5542,Godzilla,1977-08-29,United States,"Rancho Cucamonga, California",PKG,Lightweight,177.8,70.31,Gabe Ruediger
4923,/fighter/Joe-Lauzon-4923,J-Lau,1984-05-22,United States,"Bridgewater, Massachusetts",Lauzon MMA,Lightweight,177.8,70.31,Joe Lauzon
10089,/fighter/Roger-Huerta-10089,El Matador,1983-05-20,United States,"Austin, Texas",Tiger Muay Thai,Lightweight,175.26,70.31,Roger Huerta
8321,/fighter/Jason-Dent-8321,Dynamite,1980-06-12,United States,"Cincinnati, Ohio",GriffonRawl Thaiboxing & MMA Academy,Welterweight,177.8,71.67,Jason Dent
12098,/fighter/Eddie-Sanchez-12098,The Manic Hispanic,1982-04-11,United States,"San Diego, California",Kings MMA,Heavyweight,190.5,97.07,Eddie Sanchez
1950,/fighter/Mario-Neto-1950,Sukata,N/A,Brazil,"Joao Pessoa, Paraiba",Mario Sukata TeamWolfslair Academy,Heavyweight,182.88,103.87,Mario Neto
11689,/fighter/Tyson-Griffin-11689,,1984-04-20,United States,"Santa Rosa, California",American Kickboxing Academy,Lightweight,167.64,70.31,Tyson Griffin
6945,/fighter/David-Lee-6945,,N/A,England,"London, Greater London",Team Crossface,Featherweight,180.34,65.77,David Lee
14121,/fighter/Chris-Price-14121,Exorcist,N/A,United States,"Beach Grove, Indiana",Team IBJJA,Light Heavyweight,187.96,92.08,Chris Price
4389,/fighter/Jason-MacDonald-4389,The Athlete,1975-06-03,Canada,"Edmonton, Alberta",Pure FitnessGracie Barra Calgary,Middleweight,187.96,83.91,Jason MacDonald
2738,/fighter/Seth-Petruzelli-2738,The Silverback,1979-12-03,United States,"Fort Myers, Florida",The Jungle MMA,Light Heavyweight,182.88,92.99,Seth Petruzelli
11481,/fighter/Dustin-Hazelett-11481,McLovin,1986-04-29,United States,"Cincinnati, Ohio",Team Jorge Gurgel,Lightweight,185.42,70.31,Dustin Hazelett
2575,/fighter/Kuniyoshi-Hironaka-2575,,1976-06-17,Japan,Yamaguchi,Master Japan,Lightweight,177.8,69.4,Kuniyoshi Hironaka
12855,/fighter/Carmelo-Marrero-12855,The Fury,1981-01-26,United States,"Douglasville, Pennsylvania",American Top Team,Heavyweight,187.96,115.67,Carmelo Marrero
16556,/fighter/Dan-Lauzon-16556,The Upgrade,1988-03-30,United States,"Bridgewater, Massachusetts",Lauzon MMA,Welterweight,177.8,77.11,Dan Lauzon
8184,/fighter/Clay-Guida-8184,The Carpenter,1981-12-08,United States,"Round Lake, Illinois",Jackson-Wink MMA,Featherweight,170.18,65.77,Clay Guida
1926,/fighter/Justin-James-1926,Pretty Boy,N/A,USA,Nebraska,,Lightweight,177.8,70.31,Justin James
10380,/fighter/Junior-Assuncao-10380,,1981-06-24,Brazil,"Athens, Georgia",Ascension MMA,Featherweight,175.26,65.77,Junior Assuncao
8593,/fighter/Thales-Leites-8593,,1981-09-06,Brazil,"Niteroi, Rio de Janeiro",Nova Uniao,Middleweight,185.42,83.91,Thales Leites
2386,/fighter/Drew-McFedries-2386,The Massacre,1978-07-27,United States,"Bettendorf, Iowa",Champions Gym,Middleweight,182.88,83.91,Drew McFedries
1170,/fighter/Dokonjonosuke-Mishima-1170,,1972-04-19,Japan,,Cobra Kai MMA Dojo,Lightweight,170.18,69.85,Dokonjonosuke Mishima
5993,/fighter/Gleison-Tibau-5993,,1983-07-10,Brazil,"Mossoro, Rio Grande do Norte",American Top Team,Lightweight,177.8,70.31,Gleison Tibau
1518,/fighter/Antoni-Hardonk-1518,,1976-02-05,Netherlands,"Weesp, North Holland",Dynamix MMA,Heavyweight,193.04,108.86,Antoni Hardonk
12854,/fighter/Sherman-Pendergarst-12854,The Tank,N/A,United States,"Baltimore, Maryland",Miletich Fighting Systems,Light Heavyweight,185.42,92.99,Sherman Pendergarst
10581,/fighter/Hector-Ramirez-10581,Sick Dog,1976-03-28,United States,"Orange County, California",,Light Heavyweight,182.88,92.99,Hector Ramirez
13270,/fighter/Josh-Schockman-13270,The Warhammer,1980-12-29,United States,"Nashville, Tennessee",Dirty South Fight Team,Light Heavyweight,193.04,92.99,Josh Schockman
6606,/fighter/Jeff-Joslin-6606,The Inferno,1975-04-30,Canada,"Hamilton, Ontario",Joslin Fight Team,Welterweight,182.88,77.11,Jeff Joslin
4391,/fighter/Victor-Valimaki-4391,The Finnisher,1981-12-17,Canada,"Edmonton, Alberta",Complete Fitness and Martial Arts,Heavyweight,182.88,105.69,Victor Valimaki
9572,/fighter/Keita-Nakamura-9572,K-Taro,1984-05-22,Japan,Tokyo,K-Taro Dojo,Welterweight,180.34,77.11,Keita Nakamura
19478,/fighter/Logan-Clark-19478,The Pink Pounder,1985-02-16,United States,"Eyota, Minnesota",Minnesota Martial Arts AcademyRochester MMA,Middleweight,187.96,83.91,Logan Clark
12079,/fighter/Steve-Byrnes-12079,,1979-08-26,United States,"Haleiwa, Hawaii",MMA Development,Middleweight,,83.91,Steve Byrnes
14515,/fighter/Sean-Salmon-14515,,1977-11-09,United States,"Columbus, Ohio",,Light Heavyweight,177.8,92.99,Sean Salmon
13,/fighter/Heath-Herring-13,The Texas Crazy Horse,1978-03-02,United States,"Waco, Texas",Las Vegas Combat Club,Heavyweight,193.04,113.4,Heath Herring
14016,/fighter/Chad-Reiner-14016,The Grinder,1981-06-29,United States,"Omaha, Nebraska",Premier Combat Center,Welterweight,182.88,77.11,Chad Reiner
2326,/fighter/Mirko-Filipovic-2326,Cro Cop,1974-09-10,Croatia,Zagreb,Cro Cop Squad Gym,Heavyweight,187.96,106.14,Mirko Filipovic
7407,/fighter/John-Halverson-7407,,1972-09-08,United States,"Waukee, Iowa",,Lightweight,175.26,70.31,John Halverson
348,/fighter/Quinton-Jackson-348,Rampage,1978-06-20,United States,"Memphis, Tennessee",Wolfslair Academy,Light Heavyweight,185.42,93.44,Quinton Jackson
14204,/fighter/Frankie-Edgar-14204,The Answer,1981-10-16,United States,"Toms River, New Jersey",Ricardo Almeida Jiu-Jitsu,Featherweight,167.64,65.77,Frankie Edgar
7513,/fighter/Lyoto-Machida-7513,The Dragon,1978-05-30,Brazil,"Belem, Para",APAMTeam Machida,Middleweight,185.42,83.91,Lyoto Machida
9534,/fighter/Diego-Saraiva-9534,The Octopus,1982-04-23,United States,"Atlanta, Georgia",Team Octopus,Lightweight,167.64,67.59,Diego Saraiva
13745,/fighter/Rex-Holman-13745,,N/A,USA,"Columbus, Ohio",,Light Heavyweight,190.5,92.99,Rex Holman
10754,/fighter/Jason-Gilliam-10754,,1972-10-31,United States,"Muncie, Indiana",Team Wolfpack,Welterweight,182.88,76.66,Jason Gilliam
930,/fighter/Justin-McCully-930,The Insane One,1976-02-18,United States,"Orange, California",Team Punishment,Heavyweight,187.96,106.59,Justin McCully
8396,/fighter/Nate-Mohr-8396,,1983-03-03,United States,"Cedar Falls, Iowa",Team Curran,Lightweight,175.26,70.31,Nate Mohr
2886,/fighter/Roan-Carneiro-2886,Jucao,1978-06-02,Brazil,Rio de Janeiro,American Top Team Atlanta,Welterweight,180.34,77.11,Roan Carneiro
4647,/fighter/Thiago-Tavares-4647,,1984-11-08,Brazil,"Florianopolis, Santa Catarina",Team Tavares,Featherweight,170.18,65.77,Thiago Tavares
393,/fighter/Naoyuki-Kotani-393,,1981-12-08,Japan,"Yokohama, Kanagawa",Rodeo Style,Lightweight,172.72,70.31,Naoyuki Kotani
2815,/fighter/Leonard-Garcia-2815,Bad Boy,1979-07-14,United States,"Plainview, Texas",Jackson-Wink MMA,Featherweight,175.26,65.77,Leonard Garcia
8390,/fighter/Fabricio-Werdum-8390,Vai Cavalo,1977-07-30,Brazil,"Porto Alegre, Rio Grande do Sul",Werdum Combat TeamKings MMA,Heavyweight,193.04,109.77,Fabricio Werdum
13332,/fighter/Terry-Etim-13332,,1986-01-11,England,Liverpool,Team Kaobon,Lightweight,185.42,70.31,Terry Etim
14539,/fighter/Matt-Grice-14539,The Real One,1981-07-29,United States,"Harrah, Oklahoma",R-1 MMA,Featherweight,172.72,65.77,Matt Grice
3368,/fighter/Jess-Liaudin-3368,Joker,N/A,France,,Pancrase London,Welterweight,175.26,77.11,Jess Liaudin
9817,/fighter/Dennis-Siver-9817,,1979-01-13,Germany,Mannheim,Kiboju,Featherweight,170.18,65.77,Dennis Siver
6326,/fighter/Paul-Taylor-6326,Relentless,1979-12-15,England,Walsall,Team Supreme,Lightweight,182.88,70.31,Paul Taylor
11907,/fighter/Edilberto-de-Oliveira-11907,Crocota,1982-11-22,Brazil,"Campo Formoso, Bahia",Champion Team,Welterweight,182.88,77.11,Edilberto de Oliveira
2352,/fighter/Houston-Alexander-2352,The Assassin,1972-03-22,United States,"Omaha, Nebraska",Grudge Training CenterHIT Squad,Light Heavyweight,182.88,92.08,Houston Alexander
14396,/fighter/Thiago-Silva-14396,,1982-11-12,Brazil,Sao Paulo,BlackziliansJaco Hybrid Training Center,Light Heavyweight,185.42,92.99,Thiago Silva
12179,/fighter/Jeremy-Stephens-12179,Lil' Heathen,1986-05-26,United States,"Des Moines, Iowa",Alliance MMA,Featherweight,175.26,65.77,Jeremy Stephens
5925,/fighter/Jordan-Radev-5925,,1976-03-04,Bulgaria,,Sportcentrum KOPS,Welterweight,170.18,77.11,Jordan Radev
1042,/fighter/Jason-Black-1042,The Black Legion,1972-08-15,United States,"Davenport, Illinois",Miletich Martial Arts,Welterweight,177.8,76.66,Jason Black
16470,/fighter/Tamdan-McCrory-16470,The Barn Cat,1986-11-05,United States,"Binghamton, New York",CNY MMA,Middleweight,193.04,83.91,Tamdan McCrory
9785,/fighter/Jeff-Cox-9785,,1968-08-02,United States,"Cleveland, Ohio",Strong Style Fight Team,Lightweight,,70.31,Jeff Cox
17662,/fighter/Anthony-Johnson-17662,Rumble,1984-03-06,United States,"Boca Raton, Florida",BlackziliansJaco Hybrid Training Center,Light Heavyweight,187.96,92.99,Anthony Johnson
7406,/fighter/Luke-Caudillo-7406,Lil' Hulk,1980-11-30,United States,"North Platte, Nebraska",Grudge Training Center,Lightweight,170.18,70.31,Luke Caudillo
12369,/fighter/Jason-Tan-12369,,N/A,England,Liverpool,,Welterweight,177.8,77.11,Jason Tan
13660,/fighter/Colin-Robinson-13660,Big C,1968-11-27,Northern Ireland,Ballymena,,Heavyweight,193.04,110.22,Colin Robinson
15882,/fighter/Steven-Lynch-15882,,N/A,Northern Ireland,Antrim,,Welterweight,177.8,77.11,Steven Lynch
11451,/fighter/Nate-Diaz-11451,,1985-04-16,United States,"Stockton, California",Cesar Gracie Fight Team,Lightweight,182.88,70.31,Nate Diaz
5185,/fighter/Manny-Gamburyan-5185,The Anvil,1981-05-08,United States,"Los Angeles, California",Team HayastanGlendale Fighting Club,Bantamweight,165.1,61.23,Manny Gamburyan
340,/fighter/Floyd-Sword-340,,N/A,United States,"Farmington, New Mexico",Team Four Corners,Middleweight,180.34,83.91,Floyd Sword
18184,/fighter/Douglas-Evans-18184,,1980-10-10,United States,"Anchorage, Alaska",AK Wolfpack,Featherweight,175.26,65.32,Douglas Evans
10515,/fighter/Brandon-Melendez-10515,The Murderer,1983-03-24,United States,"Bountiful, Utah",Elite Performance,Welterweight,177.8,77.11,Brandon Melendez
13133,/fighter/Cole-Miller-13133,Magrinho,1984-04-26,United States,"Augusta, Georgia",American Top Team,Featherweight,185.42,65.77,Cole Miller
1331,/fighter/Andy-Wang-1331,,1977-05-28,United States,"Los Angeles, California",Grappling Unlimited,Lightweight,167.64,70.31,Andy Wang
15835,/fighter/Gray-Maynard-15835,The Bully,1979-09-05,United States,"Santa Cruz, California",American Kickboxing Academy,Featherweight,172.72,65.77,Gray Maynard
5286,/fighter/Robert-Emerson-5286,The Saint,1981-07-30,United States,"Newport Beach, California",MMA Lab,Bantamweight,172.72,61.23,Robert Emerson
16459,/fighter/Allen-Berube-16459,Monstah,1974-08-25,United States,"Biddeford, Maine",Gracie Tampa,Lightweight,172.72,70.31,Allen Berube
5269,/fighter/Brian-Geraghty-5269,,1980-11-04,United States,"Pleasant Prairie, Wisconsin",Freestyle Academy,Lightweight,170.18,70.31,Brian Geraghty
12212,/fighter/Alvin-Robinson-12212,Kid,1982-07-16,United States,"Denver, Colorado",Grudge Training Center,Featherweight,175.26,65.77,Alvin Robinson
1440,/fighter/Antonio-Rodrigo-Nogueira-1440,Minotauro,1976-06-02,Brazil,"Vitoria da Conquista, Bahia",Team Nogueira,Heavyweight,190.5,108.86,Antonio Rodrigo Nogueira
9781,/fighter/Mark-Bocek-9781,,1981-10-24,Canada,"Toronto, Ontario",Tristar Gym,Lightweight,175.26,70.31,Mark Bocek
4767,/fighter/Alberto-Crane-4767,,1976-07-14,United States,"Santa Fe, New Mexico",Alberto Crane MMAGracie Barra Burbank,Lightweight,175.26,70.31,Alberto Crane
662,/fighter/Ryan-Jensen-662,,1977-09-20,United States,"Omaha, Nebraska",Jackson-Wink MMA,Middleweight,177.8,79.38,Ryan Jensen
4833,/fighter/Marcus-Aurelio-4833,Maximus,1973-08-18,Brazil,"Fortaleza, Ceara",Elite Mixed Fighters,Welterweight,177.8,77.11,Marcus Aurelio
10047,/fighter/Tomasz-Drwal-10047,Gorilla,1982-01-22,Poland,Krakow,Szkola Walki Drwala,Middleweight,185.42,83.91,Tomasz Drwal
7329,/fighter/Joe-Veres-7329,,1977-11-09,United States,"Glendale, California",MMA Lab,Lightweight,167.64,70.31,Joe Veres
5707,/fighter/Mauricio-Rua-5707,Shogun,1981-11-25,Brazil,"Curitiba, Parana",Universidade da Luta,Light Heavyweight,185.42,92.99,Mauricio Rua
6943,/fighter/Kazuhiro-Nakamura-6943,King Kaz,1979-07-16,Japan,"Fukuyama, Hiroshima",Yoshida DojoTeam Kaz,Middleweight,180.34,83.91,Kazuhiro Nakamura
12943,/fighter/Scott-Junk-12943,Punk Haole,1978-12-17,United States,"Kailua, Hawaii",MMA Development,Heavyweight,185.42,120.2,Scott Junk
13005,/fighter/Michihiro-Omigawa-13005,Michi,1975-12-19,Japan,Ibaraki,Neo Judo Academy,Featherweight,167.64,65.77,Michihiro Omigawa
14637,/fighter/Demian-Maia-14637,,1977-11-06,Brazil,"Santana de Parnaiba, Sao Paulo",Demian Maia Jiu-Jitsu,Welterweight,182.88,77.11,Demian Maia
1831,/fighter/Ryo-Chonan-1831,Piranha,1976-10-08,Japan,,Tribe Tokyo MMA,Welterweight,175.26,76.66,Ryo Chonan
2347,/fighter/Jason-Reinhardt-2347,,1969-10-31,United States,"Decatur, Illinois",Wand Fight Team,Bantamweight,167.64,61.23,Jason Reinhardt
1217,/fighter/Akihiro-Gono-1217,,1974-10-07,Japan,"Higashikurume, Tokyo",Grabaka,Lightweight,175.26,70.31,Akihiro Gono
3396,/fighter/Mac-Danzig-3396,,1980-01-02,United States,"Los Angeles, California",PKG,Lightweight,172.72,70.31,Mac Danzig
16635,/fighter/Tom-Speer-16635,The Farm Boy,1984-08-20,United States,"Elgin, Minnesota",,Welterweight,180.34,77.11,Tom Speer
10999,/fighter/War-Machine-10999,,1981-11-30,United States,"Las Vegas, Nevada",Und1sputedPurebred,Welterweight,180.34,77.11,War Machine
5781,/fighter/Jared-Rollins-5781,J-Roc,1977-01-26,United States,"Stanton, California",Team Oyama,Middleweight,175.26,83.91,Jared Rollins
11702,/fighter/George-Sotiropoulos-11702,,1977-07-09,Australia,"Geelong, Victoria",American Top Team,Lightweight,177.8,70.31,George Sotiropoulos
8845,/fighter/Billy-Miles-8845,,1978-04-28,United States,"Lincoln, California",Capital City Fighting Alliance,Middleweight,177.8,83.91,Billy Miles
10339,/fighter/Ben-Saunders-10339,Killa B,1983-04-13,United States,"Orlando, Florida",American Top Team Orlando,Welterweight,190.5,77.11,Ben Saunders
23762,/fighter/Daniel-Barrera-23762,,1980-12-23,United States,"Radcliff, Kentucky",,Welterweight,,77.11,Daniel Barrera
12096,/fighter/Troy-Mandaloniz-12096,Rude Boy,1980-02-01,United States,"Hilo, Hawaii",,Welterweight,175.26,77.11,Troy Mandaloniz
10346,/fighter/Richie-Hightower-10346,The Dirty Samurai,1981-11-24,United States,"Phoenix, Arizona",,Lightweight,,70.31,Richie Hightower
19456,/fighter/Matt-Arroyo-19456,No Regard,1982-09-01,United States,"Cobleskill, New York",Gracie Tampa South,Welterweight,182.88,77.11,Matt Arroyo
9062,/fighter/John-Kolosci-9062,,1974-11-26,United States,"Portage, Indiana",Gilbert Grappling,Lightweight,180.34,70.31,John Kolosci
6525,/fighter/Roman-Mitichyan-6525,,1978-04-09,Armenia,,,Lightweight,177.8,70.31,Roman Mitichyan
9786,/fighter/Dorian-Price-9786,,1977-08-20,United States,"Columbus, Ohio",Team Jorge Gurgel,Lightweight,190.5,70.31,Dorian Price
11408,/fighter/Paul-Georgieff-11408,,1982-09-22,United States,"St. Paul, Minnesota",,Lightweight,,70.31,Paul Georgieff
9680,/fighter/Soa-Palelei-9680,The Hulk,1977-12-07,Australia,"Perth, Western Australia",AKA Thailand,Heavyweight,193.04,120.2,Soa Palelei
17010,/fighter/Rameau-Thierry-Sokoudjou-17010,The African Assassin,1984-04-18,United States,"San Diego, California",Team Quest,Light Heavyweight,177.8,92.99,Rameau Thierry Sokoudjou
17559,/fighter/Luiz-Cane-17559,Banha,1981-04-02,Brazil,"Sao Paulo, Sao Paulo",Demian Maia Jiu-Jitsu,Light Heavyweight,187.96,92.99,Luiz Cane
14028,/fighter/Paul-Kelly-14028,Tellys,1984-09-12,England,Liverpool,Team Kaobon,Welterweight,175.26,76.66,Paul Kelly
2224,/fighter/James-Lee-2224,,1973-09-22,United States,"Sylvan Lake, Michigan",Mash Fight Team,Light Heavyweight,180.34,92.99,James Lee
3707,/fighter/Per-Eklund-3707,,1980-11-12,Sweden,Stockholm,Orla,Featherweight,177.8,65.77,Per Eklund
23864,/fighter/Corey-Hill-23864,The Real Deal,1978-10-03,United States,"Brookfield, Florida",KO Evolution,Welterweight,193.04,76.2,Corey Hill
18062,/fighter/Justin-Buchholz-18062,,1983-08-22,United States,"Sacramento, California",Team Alpha Male,Lightweight,180.34,70.31,Justin Buchholz
17522,/fighter/Brock-Lesnar-17522,,1977-07-12,United States,"Webster, South Dakota",Team Death Clutch,Heavyweight,190.5,119.75,Brock Lesnar
16858,/fighter/Rob-Yundt-16858,,1980-05-05,USA,"Wasilla, Alaska",,Middleweight,,83.91,Rob Yundt
7918,/fighter/Kyle-Bradley-7918,,1982-08-19,United States,"Denham Springs, Louisiana",Team Voodoo,Welterweight,177.8,77.11,Kyle Bradley
19544,/fighter/Tim-Boetsch-19544,The Barbarian,1981-01-28,United States,"Lincolnville, Maine",Team Irish,Middleweight,182.88,83.91,Tim Boetsch
9281,/fighter/Chris-Wilson-9281,The Professor,1977-06-07,Brazil,"Ribeirao Preto, Sao Paulo",CW Combat SportsRMNU,Lightweight,185.42,70.31,Chris Wilson
3863,/fighter/David-Bielkheden-3863,,1979-06-06,Sweden,Stockholm,Allstars Training CenterBrazilian Top Team,Welterweight,177.8,77.11,David Bielkheden
19761,/fighter/Ryan-Roberts-19761,Are You Ready?,1978-07-16,United States,"Omaha, Nebraska",Disorderly Conduct,Featherweight,167.64,65.77,Ryan Roberts
4038,/fighter/Samy-Schiavo-4038,The Dog,1975-12-24,France,Avignon,Bushido Academie,Bantamweight,,61.23,Samy Schiavo
6811,/fighter/Jason-Day-6811,Dooms,1979-03-18,Canada,"Lethbridge, Alberta",Champion's Creed MMA,Middleweight,182.88,83.91,Jason Day
19102,/fighter/Cain-Velasquez-19102,,1982-07-28,United States,"Salinas, California",American Kickboxing Academy,Heavyweight,185.42,109.32,Cain Velasquez
9024,/fighter/Brad-Morris-9024,,N/A,Australia,"Sydney, New South Wales",Gracie Barra Sydney,Heavyweight,185.42,114.76,Brad Morris
7110,/fighter/Antonio-Mendes-7110,Samuray,1981-04-19,Brazil,"Fortaleza, Ceara",Dragon FightNova Uniao,Light Heavyweight,190.5,92.99,Antonio Mendes
16286,/fighter/Rousimar-Palhares-16286,Toquinho,1980-02-20,Brazil,"Dores do Indaia, Minas Gerais",Team Nogueira,Welterweight,172.72,77.11,Rousimar Palhares
12073,/fighter/Yoshiyuki-Yoshida-12073,Zenko,1974-05-10,Japan,Tokyo,Right Thing Academy,Welterweight,180.34,77.11,Yoshiyuki Yoshida
16374,/fighter/Dong-Hyun-Kim-16374,Stun Gun,1981-11-17,South Korea,"Busan, Yeongnam",Busan Team M.A.D.,Welterweight,187.96,77.11,Dong Hyun Kim
14013,/fighter/Shane-Carwin-14013,,1975-01-04,United States,"Greeley, Colorado",Grudge Training Center,Heavyweight,187.96,115.21,Shane Carwin
10165,/fighter/Goran-Reljic-10165,Ghost,1984-03-20,Croatia,"Zadar, Dalmatia",UFD Gym,Middleweight,190.5,83.91,Goran Reljic
20512,/fighter/Kevin-Burns-20512,The Fire,1980-03-03,United States,"Des Moines, Iowa",Grudge Training Center,Welterweight,182.88,77.11,Kevin Burns
34071,/fighter/Amir-Sadollah-34071,,1980-08-27,United States,"Richmond, Virginia",Syndicate MMA,Welterweight,180.34,77.11,Amir Sadollah
22350,/fighter/CB-Dollaway-22350,The Doberman,1983-08-10,United States,"Tempe, Arizona",Power MMA Team,Middleweight,187.96,83.91,C.B. Dollaway
34072,/fighter/Matt-Riddle-34072,Deep Waters,1986-01-18,United States,"Lehighton, Pennsylvania",Throwdown,Welterweight,185.42,77.11,Matt Riddle
5746,/fighter/Dante-Rivera-5746,,1974-08-12,United States,"Jackson, New Jersey",Renzo Gracie Jiu-Jitsu,Welterweight,182.88,77.11,Dante Rivera
14310,/fighter/Matt-Brown-14310,The Immortal,1981-01-10,United States,"Xenia, Ohio",Elevation Fight Team,Welterweight,182.88,77.11,Matt Brown
9863,/fighter/Rob-Kimmons-9863,The Rosedale Reaper,1981-01-30,United States,"Liberty, Missouri",K2L Grindhouse,Welterweight,177.8,77.11,Rob Kimmons
12692,/fighter/Reese-Andy-12692,Riptide,1973-03-31,United States,"Auburn, Washington",West Coast Fight Team,Light Heavyweight,182.88,92.99,Reese Andy
17389,/fighter/Jesse-Taylor-17389,JT Money,1983-01-02,United States,"Poway, California",The Arena,Welterweight,185.42,77.11,Jesse Taylor
